"","Title","Authors","Abstract","Published.Year","Journal","Volume","Issue","Pages","Accession.Number","DOI","region"
"11","Could Covid-19 Worsen Food Insecurity in Burkina Faso?","Zidouemba, P. R.; Kinda, S. R.; Ouedraogo, I. M.","This paper analyses the impact of the Covid-19 pandemic on households' food security in Burkina Faso. For this purpose, we have made use of a single country's computable general equilibrium model and formulated two alternative scenarios (optimistic and pessimistic). While the baseline already shows a worrying food situation, our results suggest that the pandemic of Covid-19 contributes to a worsening of food security. First, the food deficit of poor rural and urban households worsens. Second, even if their food consumption decreases, the urban non-poor households seem to be resilient to the Covid-19 pandemic. The severity of food insecurity is increasing among poor households in rural and urban areas, whereas the non-poor rural households are likely to fall into the category of vulnerable people. Third, the negative impacts on food security can be explained by the combination of several factors such as a rise in food prices, a decrease in households' incomes and remittances. Finally, the negative impact on food security seems permanent, as the deviation from the baseline persists over 10 years (2020-2030).",2020,"Eur J Dev Res","32","5","1-23",33132539,"10.1057/s41287-020-00324-6","Africa"
"12","Impact of COVID-19 on Nutrition, Food Security, and Dietary Diversity and Quality in Burkina Faso, Ethiopia and Nigeria","Madzorera, I.; Ismail, A.; Hemler, E. C.; Korte, M. L.; Olufemi, A. A.; Wang, D.; Assefa, N.; Workneh, F.; Lankoande, B.; Chukwu, A.; Ourohire, M.; Mattei, J.; Soura, A.; Berhane, Y.; Sie, A.; Oduola, A.; Fawzi, W. W.","Coronavirus disease 2019 (COVID-19) can have far-reaching consequences for developing countries through the combined effects of infection and mortality, and the mitigation measures that can impact food systems and diets. Using a mobile platform, this cross-sectional study evaluated the effect of COVID-19 on food prices and dietary quality for 1797 households in Nouna and Ouagadougou in Burkina Faso, Addis Ababa and Kersa in Ethiopia, and Lagos and Ibadan in Nigeria. We assessed the consumption of 20 food groups during the previous 7 days. The dietary diversity scores (DDS) and Prime Diet Quality Scores (PDQS) were used to assess dietary diversity and quality. We used generalized estimating equation (GEE) linear models to evaluate associations between price changes for staples, pulses, vegetables, fruits, and animal source foods (ASFs) with the DDS and PDQS PDQS. Most participants reported increasing prices of staples, pulses, fruits, vegetables and ASF, and ≥ 40% reported the decreased consumption of staples, legumes, and other vegetables and fruits. The DDS (except in Kersa and Ouagadougou) and PDQS were lower during the COVID-19 pandemic. Higher pulse prices were associated with lower DDS (estimate, -0.35; 95% confidence interval [CI], -0.74 to 0.03; P = 0.07) in the combined analysis and in Burkina Faso (estimate, -0.47; 95% CI, -0.82 to -0.11). Higher vegetable prices were positively associated with the DDS (estimate, 0.22; 95% CI, 0.08 to 0.37). Lower crop production (estimate, -0.54; 95% CI, -0.80 to -0.27) was associated with lower DDS. The price increases and worsening dietary diversity and quality call for social protection and other strategies to increase the availability and affordability of nutrient-rich foods during the COVID-19 pandemic and public health emergencies.",2021,"Am J Trop Med Hyg","105","2","295-309",34161300,"10.4269/ajtmh.20-1617","Africa"
"13","COVID-19 challenges to sustainable food production and consumption: Future lessons for food systems in eastern and southern Africa from a gender lens","Nchanji, E. B.; Lutomia, C. K.","Despite fears that sub-Sahara Africa would be severely impacted by COVID-19, the implications of the pandemic on sustainable production and consumption have not been studied in detail. Notwithstanding, implications vary depending on country, region, and strictness of coronavirus containment measures. Thus, the impact of COVID-19 on food and nutritional security was expected to be dire in sub-Saharan Africa because of its enormous reliance on global food systems. This article explored the implications of COVID-19 on sustainable production and consumption by focusing on common beans, vegetables, fish, and fruits produced and consumed in rural, peri-urban and urban areas. Two surveys were conducted to collect quantitative data from 619 producers in rural areas and 307 consumers from peri-urban and urban areas of ten Eastern and Southern African countries. Descriptive statistics (frequencies and percentages) and chi-square test for independence were used to analyse the data. The results show that the pandemic disrupted bean production and consumption across the two sub-regions. However, Southern African farmers and consumers were disproportionately more affected. While farmers in Eastern Africa reported input market challenges, those in Southern Africa identified challenges related to marketing farm produce. We also report that home gardening in urban and peri-urban areas enhanced urban food systems’ resilience to the impacts of the pandemic on food security. The study argues that short food supply chains can sustain rural and urban livelihood against adverse effects of the pandemics and contribute towards sustainable production and consumption. Therefore, local input and food distribution models and inclusive institutional and legal support for urban agriculture are crucial drivers for reducing food and nutritional insecurity, poverty, and gender inequality. They are also critical to supporting sustainable production and consumption. © 2021",2021,"Sustainable Production and Consumption","27","","2208-2220",NA,"10.1016/j.spc.2021.05.016","Africa"
"14","Global fisheries responses to culture, policy and covid-19 from 2017 to 2020","He, B.; Yan, F.; Yu, H.; Su, F.; Lyne, V.; Cui, Y.; Kang, L.; Wu, W.","Global Fishing Watch (GFW) provides global open-source data collected via automated monitoring of vessels to help with sustainable management of fisheries. Limited previous global fishing effort analyses, based on Automatic Identification System (AIS) data (2017–2020), suggest economic and environmental factors have less influence on fisheries than cultural and political events, such as holidays and closures, respectively. As such, restrictions from COVID-19 during 2020 provided an unprecedented opportunity to explore added impacts from COVID-19 restrictions on fishing effort. We analyzed global fishing effort and fishing gear changes (2017–2019) for policy and cultural impacts, and then compared impacts of COVID-19 lockdowns across several countries (i.e., China, Spain, the US, and Japan) in 2020. Our findings showed global fishing effort increased from 2017 to 2019 but decreased by 5.2% in 2020. We found policy had a greater impact on monthly global fishing effort than culture, with Chinese longlines decreasing annually. During the lockdown in 2020, trawling activities dropped sharply, particularly in the coastal areas of China and Spain. Although Japan did not implement an official lockdown, its fishing effort in the coastal areas also decreased sharply. In contrast, fishing in the Gulf of Mexico, not subject to lockdown, reduced its scope of fishing activities, but fishing effort was higher. Our study demonstrates, by including the dimensions of policy and culture in fisheries, that large data may materially assist decision-makers to understand factors influencing fisheries’ efforts, and encourage further marine interdisciplinary research. We recommend the lack of data for small-scale Southeast Asian fisheries be addressed to enable future studies of fishing drivers and impacts in this region. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",2021,"Remote Sensing","13","22","",NA,"10.3390/rs13224507","Africa"
"15","Contamination of the marine environment in Egypt and Saudi Arabia with personal protective equipment during COVID-19 pandemic: A short focus","Hassan, I. A.; Younis, A.; Al Ghamdi, M. A.; Almazroui, M.; Basahi, J. M.; El-Sheekh, M. M.; Abouelkhair, E. K.; Haiba, N. S.; Alhussaini, M. S.; Hajjar, D.; Abdel Wahab, M. M.; El Maghraby, D. M.","Plastic pollution and its impact on marine ecosystems are major concerns globally, and the situation was exacerbated after the outbreak of COVID-19. Clean-up campaigns took place during the summer season (June-August 2020) in two coastal cities in Egypt (Alexandria and Hurghada) and Jeddah, Saudi Arabia to document the abundance of beach debris through public involvement, and then remove it. A total of 3673, 255, and 848 items were collected from Alexandria, Hurghada, and Jeddah daily, respectively. Gloves and face masks (personal protective equipment ""PPE"") represent represented 40-60% of the total plastic items collected from each of the three cities, while plastic bags represented 7-20% of the total plastics litter collected from the same cities. The results indicated the presence of 2.79, 0.29, and 0.86 PPE item m(-2) in Alexandria, Hurghada and Jeddah, respectively. This short focus provides an assessment of the environmental impacts of single-use gloves and masks used for COVID-19 protection from June to August 2020. To the best of our knowledge, this study presents the first such information from the Middle East, specifically Egypt and Saudi Arabia. It highlights the need for further knowledge and action, such as safe, sustainable, and transparent waste management processes related to COVID-19 to reduce the negative impacts now, as well as in future events. Furthermore, this study helps in achieving key components of the United Nation's Sustainable Development Goals (SDGs). This short focus can serve as a multipurpose document, not only for scientists of different disciplines but for social media and citizens in general.",2022,"Sci Total Environ","810","","152046",34856280,"10.1016/j.scitotenv.2021.152046","Africa"
"16","Influence of COVID-19 on lifestyle behaviors in the Middle East and North Africa Region: a survey of 5896 individuals","Abouzid, M.; El-Sherif, D. M.; Eltewacy, N. K.; Dahman, N. B. H.; Okasha, S. A.; Ghozy, S.; Islam, S. M. S.","BACKGROUND: Coronavirus disease (COVID-19) pandemic has affected health and lifestyle behaviors of people globally. This project aims to identify the impact of COVID-19 on lifestyle behavior of individuals in the Middle East and North Africa (MENA) region during confinement. METHODS: We conducted an online survey in 17 countries (Egypt, Jordan, United Arab Emirates, Kuwait, Bahrain, Saudi Arabia, Oman, Qatar, Yemen, Syria, Palestine, Algeria, Morocco, Libya, Tunisia, Iraq, and Sudan) from the MENA region on August and September 2020. The questionnaire included self-reported information on lifestyle behaviors, including physical activity, eating habits, smoking, watching television, social media use and sleep before and during the pandemic. Logistic regression was performed to analyze the impact of COVID-19 on lifestyle behaviors. RESULTS: A total of 5896 participants were included in the final analysis and 62.8% were females. The BMI of the participants was 25.4 ± 5.8 kg/m(2). Around 38.4% of the participants stopped practicing any physical activities during the confinement (P < 0.001), and 57.1% reported spending more than 2 h on social media (P < 0.001). There were no significant changes in smoking habits. Also, 30.9% reported an improvement in their eating habits compared with 24.8% reported worsening of their eating habits. Fast-food consumption decreased significantly in 48.8% of the study population. This direct/indirect exposure to COVID-19 was associated with an increased consumption of carbohydrates (OR = 1.09; 95% CI = 1.02-1.17; P = 0.01), egg (OR = 1.08; 95% CI = 1.02-1.16; P = 0.01), sugar (OR = 1.09; 95% CI = 1.02-1.16; P = 0.02), meat, and poultry (OR = 1.13; 95% CI = 1.06-1.20; P < 0.01). There was also associated increase in hours spent on watching television (OR = 1.07; 95% CI = 1.02-1.12; P < 0.01) and social media (OR = 1.09; 95% CI = 1.01-1.18; P = 0.03). However, our results showed a reduction in sleeping hours among those exposed to COVID-19 infection (OR = 0.85; 95% CI = 0.77-0.94; P < 0.01). CONCLUSIONS: The COVID-19 pandemic was associated with an increase in food consumption and sedentary life. Being exposed to COVID-19 by direct infection or through an infected household is a significant predictor of amplifying these changes. Public health interventions are needed to address healthy lifestyle behaviors during and after the COVID-19 pandemic.",2021,"J Transl Med","19","1","129",33785043,"10.1186/s12967-021-02767-9","Africa"
"17","Food Consumption and Food Security during the COVID‐19 Pandemic in Addis Ababa","Hirvonen, Kalle; Brauw, Alan; Abate, Gashaw T.","International humanitarian organizations have expressed substantial concern about the potential for increases in food insecurity resulting from the COVID‐19 pandemic. We use a unique panel survey of a representative sample households in Addis Ababa to study both food security and food consumption during the pandemic. In contrast to some other countries in the region, Ethiopia never went into a full lockdown severely restricting movement. Despite subjective income measures suggesting a large proportion of households have been exposed to job loss or reduced incomes, we find that relative to a survey conducted in August and September of 2019, food consumption and household dietary diversity are largely unchanged or slightly increased by August 2020. We find some changes in the composition of food consumption, but they are not related to shocks found in previous phone surveys conducted with the same households. The results therefore suggest the types of subjective questions about income typically being asked in COVID‐19 phone surveys may not appropriately reflect the magnitude of such shocks. They also imply, at least indirectly, that in the aggregate food value chains have been resilient to the shock associated with the pandemic. [ABSTRACT FROM AUTHOR]
Copyright of American Journal of Agricultural Economics is the property of John Wiley & Sons, Inc. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",2021,"American Journal of Agricultural Economics","103","3","772-789",149651327,"10.1111/ajae.12206","Africa"
"18","Personal protective equipment (PPE) pollution driven by the COVID-19 pandemic along the shoreline of Lake Tana, Bahir Dar, Ethiopia","Aragaw, T. A.; De-la-Torre, G. E.; Teshager, A. A.","Personal protective equipment (PPE) pollution has become one of the most pending environmental challenges resulting from the pandemic. While various studies investigated PPE pollution in the marine environment, freshwater bodies have been largely overlooked. In the present study, PPE monitoring was carried out in the vicinity of Lake Tana, the largest lake in Ethiopia. PPE density, types, and chemical composition (FTIR spectroscopy) were reported. A total of 221 PPEs were identified with a density ranging from 1.22 × 10(-5) PPE m(-2) (control site S1) to 2.88× 10(-4) PPE m(-2) with a mean density of 1.54 × 10(-4) ± 2.58 × 10(-5) PPE m(-2). Mismanaged PPE waste was found in all the sampling sites, mostly consisting of surgical face masks (93.7%). Statistical analyzes revealed significantly higher PPE densities in sites where several recreational, touristic, and commercial activities take place, thus, revealing the main sources of PPE pollution. Furthermore, polypropylene and polyester fabrics were identified as the main components of surgical and reusable cloth masks, respectively. Given the hazard that PPEs represent to aquatic biota (e.g., entanglement, ingestion) and their ability to release microplastics (MPs), it is necessary to implement sufficient solid waste management plans and infrastructure where lake activities take place. Additionally, local authorities must promote and ensure sustainable tourism in order to maintain the ecosystems in Lake Tana. Prospective research priorities regarding the colonization and degradation of PPE, as well as the release of toxic chemicals, were identified and discussed.",2022,"Sci Total Environ","820","","153261",35065109,"10.1016/j.scitotenv.2022.153261","Africa"
"19","RAPID ASSESSMENT OF THE IMPACT OF COVID-19 ON FOOD SYSTEMS AND RURAL LIVELIHOODS IN SUB-SAHARAN AFRICA","Carreras, Marco; Saha, Amrita; Thompson, John","",2020,"","","","",NA,"","Africa"
"20","The State of Mediterranean and Black Sea Fisheries 2020","","",2020,"","","","",NA,"","Africa"
"21","Outlining the challenges of Covid-19 health crises in Africa’s maritime industry: the case of maritime operations in marine warranty surveying practice","Sackey, A. D.; Tchouangeup, B.; Lamptey, B. L.; van der Merwe, B.; Lee, R. O. D.; Mensah, R.; Fuseini, M. C.; Sackey, A. D.","The relevance of carrying out marine warranty surveys (MWS) as mandatory insurable practice in mitigating associated operational risks within the offshore oil and gas industry, during the Covid-19 crises, was examined against the potential health risk and the various Covid-19 restrictions resulting from newly formed regulations. The health risk concerns to the surveyor and the impact of the Covid-19 policy restrictions for the surveyor’s business measured are against the risk of excluding MWS in assessing the suitability of procedures, analyses, and vessels involved in typical offshore marine operations. The purpose of any MWS undertakings ensures that all risks in operations, with potential to destroy property, life, and environment, are minimized—if not eliminated. A series of remote interviews across Africa and direct field observations were respectively conducted at the Takoradi port to develop an understanding of the MWS service product, to ascertain the conditions resulting from current challenges, and to determine contingencies and innovations to ensure full service. The study finds MWS service as paramount to the energy industry with its range of risk control checks for high-value assets and operations. Surveyors demonstrated high-levels of awareness for Covid-19 crises and regulatory policies while in adherence but noted challenges of high-cost and delays as by-products of the restrictions. Surveyors deemed site attendances as crucial in their practice at all time, though recognized the several social and technologically innovative approaches adopted industry-wide to facing the pandemic. The study highlights the need for ‘essential worker’ status and the introduction of innovative insurance packages. © 2021, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.",2021,"Maritime Studies","20","2","207-223",NA,"10.1007/s40152-021-00220-7","Africa"
"22","Physical distancing and risk of COVID-19 in small-scale fisheries: a remote sensing assessment in coastal Ghana","Okyere, I.; Chuku, E. O.; Ekumah, B.; Angnuureng, D. B.; Boakye-Appiah, J. K.; Mills, D. J.; Babanawo, R.; Asare, N. K.; Aheto, D. W.; Crawford, B.","The novel coronavirus is predicted to have dire implications on global food systems including fisheries value chains due to restrictions imposed on human movements in many countries. In Ghana, food production, both agriculture and fisheries, is exempted from restrictions as an essential service. The enforcement of COVID-19 prevention protocols, particularly social distancing, has been widely reported in Ghana's agricultural markets whereas casual observations and media reports on fish landing sites suggest no such enforcements are in place. This study aimed to provide sound scientific evidence as a basis for informed policy direction and intervention for the artisanal fishing sector in these challenging times. We employed an unmanned aerial vehicle in assessing the risk of artisanal fishers to the pandemic using physical distancing as a proxy. From analysis of cumulative distribution function (G-function) of the nearest-neighbour distances, this study underscored crowding at all surveyed fish landing beaches, and identified potential ""hotspots"" for disease transmission. Aerial measurements taken at times of peak landing beach activity indicated that the highest proportion of people, representing 56%, 48%, 39% and 78% in Elmina, Winneba, Apam and Mumford respectively, were located at distances of less than one metre from their nearest neighbour. Risk of crowding was independent of the population at the landing beaches, suggesting that all categories of fish landing sites along the coast would require equal urgency and measured attention towards preventing and mitigating the spread of the disease.",2020,"Sci Rep","10","1","22407",33376254,"10.1038/s41598-020-79898-4","Africa"
"23","Immediate impacts of COVID-19 on the aquaculture value chain in Ghana","Ragasa, Catherine; Amewu, Sena; Asante, Seth","",2021,"","","","",NA,"","Africa"
"24","Accelerating pond aquaculture development and resilience beyond COVID: Ensuring food and jobs in Ghana","Ragasa, C.; Agyakwah, S. K.; Asmah, R.; Mensah, E. T. D.; Amewu, S.; Oyih, M.","Over the past decade, the aquaculture sector in Ghana has experienced tremendous growth—driven mainly by large-scale cage aquaculture. Pond aquaculture, traditionally extensive and with limited external inputs, has been transforming over the same period. Farm profitability was wide-ranging, between −12.00 and 46.00 Ghanaian cedi (GHC) per square meter (m2), with an average of GHC 8.82/m2 for farmers active in 2019. Despite wide variability in production and profits, the majority of farmers experienced positive profits—on average, GHC 3.24 per kilogram of tilapia produced, or a 27% profit margin. Farmers who adopted good aquaculture practices and intensified their production have high productivity and positive profits. Nonetheless, the cost to produce 1 kg of tilapia in Ghana (roughly US$1.51 on average) was much higher than in other major tilapia-producing countries (averaging roughly US$0.78 to 1.29). COVID crisis further affected fish farmers: 54% experienced difficulties in accessing inputs, 56% experienced difficulties selling their fish, and farmgate fish prices went down in April–August, although slowly bounced back by end of 2020. Improving the competitiveness and resilience of Ghanaian tilapia sector will require improved seed, increased adoption of good management practices, lower-cost quality feed, and enabling policies and regulations. © 2021 The Author(s)",2022,"Aquaculture","547","","",NA,"10.1016/j.aquaculture.2021.737476","Africa"
"25","Mapping and Baseline Survey of Fish Landing Beaches, Processing Sites and Markets","","",2020,"","","","",NA,"","Africa"
"26","COVID-19 impacts on household energy & food security in a Kenyan informal settlement: The need for integrated approaches to the SDGs","Shupler, M.; Mwitari, J.; Gohole, A.; Anderson de Cuevas, R.; Puzzolo, E.; Čukić, I.; Nix, E.; Pope, D.","This longitudinal study presents the joint effects of a COVID-19 community lockdown on household energy and food security in an informal settlement in Nairobi, Kenya. Randomly administered surveys were completed from December 2019-March 2020 before community lockdown (n = 474) and repeated in April 2020 during lockdown (n = 194). Nearly universal (95%) income decline occurred during the lockdown and led to 88% of households reporting food insecurity. During lockdown, a quarter of households (n = 17) using liquefied petroleum gas (LPG), a cleaner cooking fuel typically available in pre-set quantities (e.g. 6 kg cylinders), switched to polluting cooking fuels (kerosene, wood), which could be purchased in smaller amounts or gathered for free. Household size increases during lockdown also led to participants' altering their cooking fuel, and changing their cooking behaviors and foods consumed. Further, households more likely to switch away from LPG had lower consumption prior to lockdown and had suffered greater income loss, compared with households that continued to use LPG. Thus, inequities in clean cooking fuel access may have been exacerbated by COVID-19 lockdown. These findings demonstrate the complex relationship between household demographics, financial strain, diet and cooking patterns, and present the opportunity for a food-energy nexus approach to address multiple Sustainable Development Goals (SDGs): achieving zero hunger (SDG 2) and universal affordable, modern and clean energy access (SDG 7) by 2030. Ensuring that LPG is affordable, accessible and meets the dietary and cooking needs of families should be a policy priority for helping improve food and energy security among the urban poor.",2021,"Renew Sustain Energy Rev","144","","None",34276242,"10.1016/j.rser.2021.111018","Africa"
