"","Title","Authors","Abstract","Published.Year","Journal","Volume","Issue","Pages","Accession.Number","DOI","region"
"11","Mobilizing Networks and Relationships through Indigenous Food Sovereignty: The Indigenous Food Circle's Response to the COVID-19 Pandemic in Northwestern Ontario","Levkoe, C. Z.; McLaughlin, J.; Strutt, C.","This paper explores the Indigenous Food Circle's (IFC) response to the COVID-19 pandemic in Northwestern Ontario, Canada. Established in 2016, the IFC is an informal collaborative network of Indigenous-led and Indigenous-serving organizations that aims to support and develop the capacity of Indigenous Peoples to collaboratively address challenges and opportunities facing food systems and to ensure that food-related programming and policy meets the needs of the all communities. Its primary goals are to reduce Indigenous food insecurity, increase food self-determination, and establish meaningful relationships with the settler population through food. This community case study introduces the IFC and shares the strategies and initiatives that were used during the COVID-19 pandemic in 2020 to address immediate needs and maintain a broader focus on Indigenous food sovereignty. The food related impacts of the COVID-19 pandemic on Indigenous People and determining solutions cannot be understood in isolation from settler colonialism and the capitalist food system. Reflecting on the scholarly literature and the experiential learnings that emerged from these efforts, we argue that meaningful and impacting initiatives that aim to address Indigenous food insecurity during an emergency situation must be rooted in a decolonizing framework that centers meaningful relationships and Indigenous leadership. © Levkoe, McLaughlin and Strutt.",2021,"Frontiers in Communication","6","","",NA,"10.3389/fcomm.2021.672458","North America"
"12","Eating away from home in Canada: impact on dietary intake","Polsky, Jane Y; Garriguet, Didier","Background Public health measures related to the COVID-19 pandemic have upended the way Canadians eat and shop for food. Since the pandemic began, many Canadians have reported consuming food away from home (FAFH) less often. FAFH tends to be less healthful than food prepared at home. Little is known about patterns of Canadians’ FAFH consumption before the pandemic. This study used 2015 national-level nutrition data, the most recent available, to characterize patterns of FAFH consumption and selected markers of dietary intake. Data and methods National-level food intake data came from the first 24-hour dietary recall provided by 20,475 respondents aged 1 or older to the 2015 Canadian Community Health Survey–Nutrition. Mean daily intakes of selected food subgroups and nutrients, adjusted for total energy intake, were compared between those who had consumed any food in a restaurant on the previous day and those who had not. Estimates were generated overall and for eight age and sex groups.
Results In 2015, overall, 21.8% of Canadians had consumed FAFH in a restaurant on the previous day. Eating out was most common among males aged 19 to 54 (27.7%) and least common among young children aged 1 to 5 (8.4%). Compared with Canadians who had not eaten out on the previous day, those who had eaten out had consumed, on that day, fewer servings of whole fruit; whole grains; dark green and orange vegetables; other vegetables (excluding potatoes); milk and fortified soy-based beverages; and legumes, nuts and seeds, on average. Those who had eaten out had consumed, on average, less fibre and total sugar, and more total fat, saturated fat and sodium on that day. There were few differences for meat and poultry, fish and seafood, and protein intake.
Conclusions On the day that Canadians ate out in a restaurant, their dietary intake was generally less favourable than that of Canadians who did not eat out. If Canadians continue to eat at home more and to consume less FAFH, as early pandemic–period reports suggest, then results can be used to gauge the potential dietary implications of these shifts.",2021,"","","","",NA,"","North America"
"13","COVID-19 restrictions and recreational fisheries in Ontario, Canada: Preliminary insights from an online angler survey","Howarth, A.; Jeanson, A. L.; Abrams, A. E. I.; Beaudoin, C.; Mistry, I.; Berberi, A.; Young, N.; Nguyen, V. M.; Landsman, S. J.; Kadykalo, A. N.; Danylchuk, A. J.; Cooke, S. J.","The COVID-19 pandemic and corresponding public health mitigation strategies have altered many facets of human life. And yet, little is known about how public health measures have impacted complex socio-ecological systems such as recreational fisheries. Using an online snowball survey, we targeted resident anglers in Ontario, Canada, to obtain preliminary insights on how the pandemic has impacted recreational fishing and related activity. We also explored angler perspectives on pandemic-related restrictions and other aspects of fisheries management. Our results point to the value of recreational fisheries for the mental and physical well-being of participants, as well as the value and popularity of outdoor recreation during a pandemic. Although angling effort and fish consumption appeared to decline during the early phases of the pandemic, approximately 21 % of the anglers who responded to our survey self-identified as new entrants who had begun or resumed fishing in that time. Self-reported motivations to fish during the pandemic suggest that free time, importance to mental and physical health, and desires for self-sufficiency caused some anglers to fish more, whereas a lack of free time, poor or uncertain accessibility, and perceived risks caused some anglers to fish less. Respondents also expressed their desires for more clear and consistent communication about COVID-19 fishing restrictions from governments, and viewed angling as a safe pandemic activity. Information on recreational angler behaviours, motivations, and perspectives during the pandemic may prove valuable to fisheries managers and policy makers looking to optimize their strategies for confronting this and other similar crises. © 2021 Elsevier B.V.",2021,"Fisheries Research","240","","",NA,"10.1016/j.fishres.2021.105961","North America"
"14","Occupational health and safety challenges for maritime key workers in the global COVID-19 pandemic","Shan, D.","The COVID-19 outbreak has changed the world of work. But global trade is still recognized as an essential business, and maritime transport as an engine of globalization cannot be paused. Since the onset of the pandemic, few governments have allowed seafarers - who transport more than 90 per cent of global commodities - to leave their ships and return home. The travel restrictions related to COVID-19 have led to a crisis of occupational health and safety (OHS) at sea. Drawing upon 29 interviews, this paper explores the OHS challenges faced by international seafarers during the COVID-19 outbreak.",2021,"Int Labour Rev","","","",34548682,"10.1111/ilr.12220","North America"
"15","The Case for Healthy U.S.‐China Agricultural Trade Relations despite Deglobalization Pressures","Zhang, Wendong","The COVID‐19 pandemic is crippling the global economy and heightening distrust and political disagreements among major countries. Furthermore, ongoing deglobalization efforts taken by firms and countries are fueling the rise of economic nationalism. A prime example is the possible decoupling of US–China economic and trade relations, which the ongoing trade war has already significantly disrupted. This paper analyzes the impacts of COVID‐19 on US agricultural exports to China, especially the added delays and uncertainty regarding China's food imports meeting the US–China phase one trade deal target. I present the views of US farmers and the general public toward China and argue that healthy US–China agricultural trade relations are not only critical for both countries but welcomed by US farmers. I also discuss the possible rise in nontariff barriers following the pandemic as well as trade policies that are increasingly intertwined with political tensions. Finally, I discuss how the US–China phase one trade deal could possibly lead to a more balanced bilateral agricultural trade portfolio with greater share of protein and retail food products. [ABSTRACT FROM AUTHOR]
Copyright of Applied Economic Perspectives & Policy is the property of John Wiley & Sons, Inc. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",2021,"Applied Economic Perspectives & Policy","43","1","225-247",148631499,"10.1002/aepp.13115","North America"
"16","Global fisheries responses to culture, policy and covid-19 from 2017 to 2020","He, B.; Yan, F.; Yu, H.; Su, F.; Lyne, V.; Cui, Y.; Kang, L.; Wu, W.","Global Fishing Watch (GFW) provides global open-source data collected via automated monitoring of vessels to help with sustainable management of fisheries. Limited previous global fishing effort analyses, based on Automatic Identification System (AIS) data (2017–2020), suggest economic and environmental factors have less influence on fisheries than cultural and political events, such as holidays and closures, respectively. As such, restrictions from COVID-19 during 2020 provided an unprecedented opportunity to explore added impacts from COVID-19 restrictions on fishing effort. We analyzed global fishing effort and fishing gear changes (2017–2019) for policy and cultural impacts, and then compared impacts of COVID-19 lockdowns across several countries (i.e., China, Spain, the US, and Japan) in 2020. Our findings showed global fishing effort increased from 2017 to 2019 but decreased by 5.2% in 2020. We found policy had a greater impact on monthly global fishing effort than culture, with Chinese longlines decreasing annually. During the lockdown in 2020, trawling activities dropped sharply, particularly in the coastal areas of China and Spain. Although Japan did not implement an official lockdown, its fishing effort in the coastal areas also decreased sharply. In contrast, fishing in the Gulf of Mexico, not subject to lockdown, reduced its scope of fishing activities, but fishing effort was higher. Our study demonstrates, by including the dimensions of policy and culture in fisheries, that large data may materially assist decision-makers to understand factors influencing fisheries’ efforts, and encourage further marine interdisciplinary research. We recommend the lack of data for small-scale Southeast Asian fisheries be addressed to enable future studies of fishing drivers and impacts in this region. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",2021,"Remote Sensing","13","22","",NA,"10.3390/rs13224507","North America"
"17","Plant-based diets, pescatarian diets and COVID-19 severity: a population-based case-control study in six countries","Kim, H.; Rebholz, C. M.; Hegde, S.; LaFiura, C.; Raghavan, M.; Lloyd, J. F.; Cheng, S.; Seidelmann, S. B.","BACKGROUND: Several studies have hypothesised that dietary habits may play an important role in COVID-19 infection, severity of symptoms, and duration of illness. However, no previous studies have investigated the association between dietary patterns and COVID-19. METHODS: Healthcare workers (HCWs) from six countries (France, Germany, Italy, Spain, UK, USA) with substantial exposure to COVID-19 patients completed a web-based survey from 17 July to 25 September 2020. Participants provided information on demographic characteristics, dietary information, and COVID-19 outcomes. We used multivariable logistic regression models to evaluate the association between self-reported diets and COVID-19 infection, severity, and duration. RESULTS: There were 568 COVID-19 cases and 2316 controls. Among the 568 cases, 138 individuals had moderate-to-severe COVID-19 severity whereas 430 individuals had very mild to mild COVID-19 severity. After adjusting for important confounders, participants who reported following 'plant-based diets' and 'plant-based diets or pescatarian diets' had 73% (OR 0.27, 95% CI 0.10 to 0.81) and 59% (OR 0.41, 95% CI 0.17 to 0.99) lower odds of moderate-to-severe COVID-19 severity, respectively, compared with participants who did not follow these diets. Compared with participants who reported following 'plant-based diets', those who reported following 'low carbohydrate, high protein diets' had greater odds of moderate-to-severe COVID-19 (OR 3.86, 95% CI 1.13 to 13.24). No association was observed between self-reported diets and COVID-19 infection or duration. CONCLUSION: In six countries, plant-based diets or pescatarian diets were associated with lower odds of moderate-to-severe COVID-19. These dietary patterns may be considered for protection against severe COVID-19.",2021,"BMJ Nutr Prev Health","4","1","257-266",34308134,"10.1136/bmjnph-2021-000272","North America"
"18","Ethical reflections on the COVID-19 pandemic in the global seafood industry: navigating diverse scales and contexts of marine values and identities","Lam, M. E.","The global crisis instantiated by the COVID-19 pandemic opens a unique governance window to transform the sustainability, resilience, and ethics of the global seafood industry. Simultaneously crippling public health, civil liberties, and national economies, the global pandemic has exposed the diverse values and identities of actors upon which global food systems pivot, as well as their interconnectivity with other economic sectors and spheres of human activity. In the wake of COVID-19, ethics offers a timely conceptual reframing and methodological approach to navigate these diverse values and identities and to reconcile their ensuing policy trade-offs and conflicts. Values and identities denote complex concepts and realities, characterized by plurality, fluidity and dynamics, ambiguity, and implicitness, which often hamper responsive policy-setting and effective governance. Rather than adopt a static characterization of specific value or identity types, I introduce a novel hierarchical conceptualization of values and identities made salient by scale and context. I illustrate how salient values and identities emerge at multiple scales through three seafood COVID-19 contextual examples in India, Canada, and New Zealand, where diverse seafood actors interact within local, domestic (regional/national), and global seafood value chains, respectively. These examples highlight the differential values and identities, and hence differential vulnerabilities, resilience, and impacts on seafood actors with the COVID-19 pandemic, which necessitate differentiated policy interventions if they are to be responsive to those affected. An ethical governance framework that integrates diverse marine values and identities, buttressed by concrete deliberation and decision-support protocols and tools, can transform the modus operandi of global seafood systems toward both sustainable and ethical development. © 2021, The Author(s).",2021,"Maritime Studies","20","4","501-516",NA,"10.1007/s40152-021-00247-w","North America"
"19","A comparative study of small-scale fishery supply chains’ vulnerability and resilience to COVID-19","Bassett, H. R.; Sharan, S.; Suri, S. K.; Advani, S.; Giordano, C.","The COVID-19 pandemic and response has significantly disrupted fishery supply chains, creating shortages of essential foods and constraining livelihoods globally. Small-scale fisheries (SSFs) are responding to the pandemic in a variety of ways. Together, disruptions from and responses to COVID-19 illuminate existing vulnerabilities in the fish distribution paradigm and possible means of reducing system and actor sensitivity and exposure and increasing adaptive capacity. Integrating concepts from literature on supply chain disruptions, social-ecological systems, human wellbeing, vulnerability, and SSFs, we synthesize preliminary lessons from six case studies from Indonesia, the Philippines, Peru, Canada, and the United States. The SSF supply chains examined employ different distribution strategies and operate in different geographic, political, social, economic, and cultural contexts. Specifically, we ask (a) how resilient have different SSF supply chains been to COVID-19 impacts; (b) what do these initial outcomes indicate about the role of distribution strategies in determining the vulnerability of SSF supply chains to macroeconomic shocks; and (c) what key factors have shaped this vulnerability? Based on our findings, systemic changes that may reduce SSF vulnerability to future macroeconomic shocks include: diversification of distribution strategies, livelihoods, and products; development of local and domestic markets and distribution channels; reduced reliance on international markets; establishment of effective communication channels; and preparation for providing aid to directly assist supply chains and support consumer purchasing power. © 2021, The Author(s).",2022,"Maritime Studies","","","",NA,"10.1007/s40152-021-00231-4","North America"
"20","Preliminary lessons from COVID-19 disruptions of small-scale fishery supply chains","Bassett, Hannah R.; Lau, Jacqueline; Giordano, Christopher; Suri, Sharon K.; Advani, Sahir; Sharan, Sonia","• COVID-19 and associated mitigation measures have disrupted small-scale fishery (SSF) supply chains. • Case studies of SSF supply chains' responses to the pandemic examined to consider their adaptive capacity and resilience. • Shift from global to local distribution channels observed across all case studies. • Pre-existing networks and digital technology facilitated this shift. • Over-reliance on global supply chains leads to inherent vulnerabilities. The ongoing COVID-19 pandemic and associated mitigation measures have disrupted global systems that support the health, food and nutrition security, and livelihoods of billions of people. These disruptions have likewise affected the small-scale fishery (SSF) sector, disrupting SSF supply chains and exposing weaknesses in the global seafood distribution system. To inform future development of adaptive capacity and resilience in the sector, it is important to understand how supply chain actors are responding in the face of a macroeconomic shock. Comparing across seven SSF case studies in four countries, we explore how actors are responding to COVID-19 disruptions, identify constraints to adaptive responses, and describe patterns of disruption and response across cases. In all cases examined, actors shifted focus to local and regional distribution channels and particularly drew on flexibility, organization, and learning to re-purpose pre-existing networks and use technology to their advantage. Key constraints to reaching domestic consumers included domestic restrictions on movement and labor, reduced spending power amongst domestic consumers, and lack of existing distribution channels. In addition, the lack of recognition of SSFs as essential food-producers and inequities in access to technology hampered efforts to continue local seafood supply. We suggest that the initial impacts from COVID-19 highlight the risks in of over-reliance on global trade networks. The SSFs that were able to change strategies most successfully had local organizations and connections in place that they leveraged in innovative ways. As such, supporting local and domestic networks and flexible organizations within the supply chain may help build resilience in the face of future macroeconomic shocks. Importantly, bolstering financial wellbeing and security within the domestic market both before and during such large-scale disruptions is crucial for supporting ongoing supply chain operations and continued food provision during macroeconomic crises. [ABSTRACT FROM AUTHOR]
Copyright of World Development is the property of Pergamon Press - An Imprint of Elsevier Science and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",2021,"World Development","143","","N.PAG-N.PAG",149870617,"10.1016/j.worlddev.2021.105473","North America"
"21","COVID-19 and waste production in households: A trend analysis","Filho, W. L.; Voronova, V.; Kloga, M.; Paço, A.; Minhas, A.; Salvia, A. L.; Ferreira, C. D.; Sivapalan, S.","Apart from the health aspects and the high death toll, the COVID-19 pandemic has, since its official recognition in March 2020 caused may social and economic problems. It has also led to many environmental ones. For instance, the lockdowns have led to higher levels of consumption of packaged products, and of take-away food. This paper reports on an international study on the increased consumption and subsequent changes in the amounts of waste produced since the COVID-19 pandemic. The results show that 45-48% of the respondents observed an increased consumption of packed food, fresh food, and food delivery. One of the main reasons for the increased waste generation during the lockdown was the fact that people have spent more time at home. In addition, increases of 43% and 53% in food waste and plastic packaging. Drawing from comparisons on the amount of domestic waste produced before and during the pandemic, the findings suggest that some specific types of municipal waste have visibly increased, putting additional pressure on waste management systems. This characterises one of non-intended effects of the COVID-19 pandemic. The results from this study provide useful insights to city administrations and municipal utilities on consumption patterns during emergency situations. This, in turn, may support more systemic and strategic measures to be taken, so as to curtail the increase of household waste during pandemic situations.",2021,"Sci Total Environ","777","","145997",33676209,"10.1016/j.scitotenv.2021.145997","North America"
"22","Impact of the COVID-19 Pandemic on Food Insecurity in Puerto Rico","Ostolaza, C.; Rosas, C.; García-Blanco, A. M.; Gittelsohn, J.; Colón-Ramos, U.","This survey (n = 1,356) reports food insecurity (FI) in Puerto Rico (PR) at 38% before, and 40% since, the COVID-19 pandemic. Odds for FI increased for households with annual income ≤$15k vs. ≥$60k (OR: 3.52; 95% CI: 1.20, 10.36); experiencing an income reduction (OR: 2.22 (1.55, 3.18)); participating in the United States Department of Agriculture Nutrition Assistance Program (OR: 1.75 (1.14, 2.70)); higher food acquisition anxiety (OR: 1.45 (1.29, 1.64)); increased home availability of fruit-flavored drinks (OR: 1.52 (1.04, 2.22)), whereas increased fruit availability was protective (OR: 0.63 (0.43, 0.93)). Results heighten the need to examine FI strategies in PR. © 2021 Taylor & Francis Group, LLC.",2021,"Journal of Hunger and Environmental Nutrition","","","",NA,"10.1080/19320248.2021.1997857","North America"
