"","Title","Authors","Abstract","Published.Year","Journal","Volume","Issue","Pages","Accession.Number","DOI","region"
"14","Assessing impacts of COVID-19 on aquatic food system and small-scale fisheries in Bangladesh","Sunny, A. R.; Sazzad, S. A.; Prodhan, S. H.; Ashrafuzzaman, M.; Datta, G. C.; Sarker, A. K.; Rahman, M.; Mithun, M. H.","COVID-19 is now a major global health crisis, can lead to severe food crisis unless proper measures are taken. Though a number of scientific studies have addressed the possible impacts of COVID-19 in Bangladesh on variety of issues, problems and food crises associated with aquatic resources and communities are missing. Therefore, this study aimed at bridging the gap in the existing situation and challenges of COVID-19 by linking its impact on aquatic food sector and small-scale fisheries with dependent population. The study was conducted based on secondary data analysis and primary fieldwork. Secondary data focused on COVID-19 overview and number of confirmed, recovered and death cases in Bangladesh; at the same time its connection with small-scale fisheries, aquatic food production, demand and supply was analyzed. Community perceptions were elicited to present how the changes felt and how they affected aquatic food system and small-scale fisheries and found devastating impact. Sudden illness, reduced income, complication to start production and input collection, labor crisis, transportation abstraction, complexity in food supply, weak value chain, low consumer demand, rising commodity prices, creditor's pressure were identified as the primary affecting drivers. Dependent people felt the measures taken by the Government should be based on protecting both the health and food security. Scope of alternative income generating opportunities, rationing system, training and motivational program could improve the situation. The study provides insight into policies adopted by the policy makers to mitigate the effects of the pandemic on aquatic food sector and small-scale fisheries.",2021,"Mar Policy","126","","104422",33568881,"10.1016/j.marpol.2021.104422","Asia"
"15","COVID-19's implications on agri-food systems and human health in Bangladesh","Talukder, B.; vanLoon, G. W.; Hipel, K. W.; Orbinski, J.","The COVID-19 pandemic in Bangladesh has put agri-food systems and resultant human health under serious pressure and this has thus become a priority concern for the country and its development partners. To understand, describe and analyse the impacts of COVID-19 on agri-food systems, human health issues and related SDGs, this study used systematic rapid literature review, analysis of blogs and news and engagement with key informants. The analysis reveals impacts that can be addressed through a set of recommendations for a coordinated effort to minimize the effects of the COVID-19 pandemic on agri-food systems and related health issues in Bangladesh.",2021,"Curr Res Environ Sustain","3","","100033",34977606,"10.1016/j.crsust.2021.100033","Asia"
"16","Fisheries in the context of attaining sustainable development goals (Sdgs) in bangladesh: Covid-19 impacts and future prospects","Sunny, A. R.; Mithun, M. H.; Prodhan, S. H.; Ashrafuzzaman, M.; Rahman, S. M. A.; Billah, M. M.; Hussain, M.; Ahmed, K. J.; Sazzad, S. A.; Alam, M. T.; Rashid, A.; Hossain, M. M.","Fisheries and the aquaculture sector can play a significant role in the achievement of several of the goals of the 2030 Sustainable Development agenda. However, the current COVID-19 situation can negatively impact the fisheries sector, impeding the pace of the achievement of development goals. Therefore, this paper highlighted the performance and challenges of the fisheries sector in Bangladesh, emphasising the impact of COVID-19 and the significance of this sector for achieving the Sustainable Development Goals (SDGs), through primary fieldwork and secondary data. The total fish production in the country has increased more than six times over the last three decades (7.54 to 43.84 lakh MT) with improved culture techniques and extension services. Inland closed water contributions have increased to 16%, while inland open water has declined to 10%, and marine fisheries have dropped to 6% over the past 18 financial years (2000–2001 to 2018–2019). COVID-19, a significant health crisis, has also affected various issues associated with aquatic resources and communities. Transportation obstacles and complexity in the food supply, difficulty in starting production, labour crisis, sudden illness, insufficient consumer demand, commodity price hikes, creditor’s pressure, and reduced income were identified as COVID-19 drivers affecting the fisheries sector. The combined effect of these drivers poses a significant threat to a number of the SDGs, such as income (SDG1), nutrition (SDG2), and food security (SDG3 and SDG12), which require immediate and comprehensive action. Several recommendations were discussed, the implementation of which are important to the achievement of the SDGs and the improved management of the aquatic sector (SDG14—life below, and SDG16—life above water). © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",2021,"Sustainability (Switzerland)","13","17","",NA,"10.3390/su13179912","Asia"
"17","Bangladesh: The impact of COVID-19 and food system responses","Covid, Cgiar","",2021,"","","","",NA,"","Asia"
"18","How COVID-19 pandemic is affecting achieved food security in Bangladesh: A perspective with required policy interventions","Rahman, M. T.; Akter, S.; Rana, M. R.; Sabuz, A. A.; Jubayer, M. F.","The COVID-19, also known as a coronavirus, is currently wreaking havoc on livelihood, food security, and nutrition security around the world. In developing countries like Bangladesh the situation is far worse. The purpose of this perspective is to highlight the current state and changes of food security in Bangladesh in the context of COVID-19. During the COVID-19 period, the income of a certain set of people fell, which may have contributed to the growth in the poverty rate. It also had an impact on the agro-food systems, supply-value chain, and market levels as a result of the lockdown, movement and social gathering restrictions. The COVID-19 pandemic has an impact on the total food consumption status of the entire country, affecting all segments of the population. To obtain a greater understanding, our analysis identifies current gaps and the pandemic's potential impact from previously published works and reports. © 2021 The Authors",2022,"Journal of Agriculture and Food Research","7","","",NA,"10.1016/j.jafr.2021.100258","Asia"
"19","Acute food insecurity and short-term coping strategies of urban and rural households of Bangladesh during the lockdown period of COVID-19 pandemic of 2020: report of a cross-sectional survey","Das, S.; Rasul, M. G.; Hossain, M. S.; Khan, A. R.; Alam, M. A.; Ahmed, T.; Clemens, J. D.","INTRODUCTION: We conducted a cross-sectional survey to assess the extent and to identify the determinants of food insecurity and coping strategies in urban and rural households of Bangladesh during the month-long, COVID-19 lockdown period. SETTING: Selected urban and rural areas of Bangladesh. PARTICIPANTS: 106 urban and 106 rural households. OUTCOME VARIABLES AND METHOD: Household food insecurity status and the types of coping strategies were the outcome variables for the analyses. Multinomial logistic regression analyses were done to identify the determinants. RESULTS: We found that around 90% of the households were suffering from different grades of food insecurity. Severe food insecurity was higher in urban (42%) than rural (15%) households. The rural households with mild/moderate food insecurity adopted either financial (27%) or both financial and food compromised (32%) coping strategies, but 61% of urban mild/moderate food insecure households applied both forms of coping strategies. Similarly, nearly 90% of severely food insecure households implemented both types of coping strategies. Living in poorest households was significantly associated (p value <0.05) with mild/moderate (regression coefficient, β: 15.13, 95% CI 14.43 to 15.82), and severe food insecurity (β: 16.28, 95% CI 15.58 to 16.97). The statistically significant (p <0.05) determinants of both food compromised and financial coping strategies were living in urban areas (β: 1.8, 95% CI 0.44 to 3.09), living in poorest (β: 2.7, 95% CI 1 to 4.45), poorer (β: 2.6, 95% CI 0.75 to 4.4) and even in the richer (β: 1.6, 95% CI 0.2 to 2.9) households and age of the respondent (β: 0.1, 95% CI 0.02 to 0.21). CONCLUSION: Both urban and rural households suffered from moderate to severe food insecurity during the month-long lockdown period in Bangladesh. But, poorest, poorer and even the richer households adopted different coping strategies that might result in long-term economic and nutritional consequences.",2020,"BMJ Open","10","12","e043365",33310813,"10.1136/bmjopen-2020-043365","Asia"
"20","Knowledge, practice, and economic impacts of COVID-19 on small-scale coastal fishing communities in Bangladesh: Policy recommendations for improved livelihoods","Hoque, M. S.; Bygvraa, D. A.; Pike, K.; Hasan, M. M.; Rahman, M. A.; Akter, S.; Mitchell, D.; Holliday, E.","COVID-19 has profoundly impacted global livelihoods and disrupted the food supply chain, including the aquaculture and fisheries industries. Little is known about the response to COVID-19 and the impact it has on incomes, livelihoods and knowledge and practice in the coastal artisanal fishers communities of Bangladesh. Therefore, the aim of this study was to determine the socio-demographics of selected coastal fishers, their knowledge about COVID-19 and the preventive practice taken to reduce it. The impact on their fishing habits and income was also examined to determine potential policy areas. Data were collected via a structured questionnaire from 250 respondents from three coastal districts, Cox's Bazar, Patuakhali and Barguna, Bangladesh during April-June 2020. The research shows that the fishers' knowledge about COVID-19 and measures taken to reduce it were significantly higher in Patuakhali and Barguna than in Cox's Bazar. The pandemic caused lower consumer demand, reduced fish prices and created fish transportation issues due to movement restrictions enforced during the lockdown. Irrespective of geographical location, fishing trips were reduced by frequency and duration compared with the pre-COVID-19 period, consequently lowering the income of fishers. Fishers have received little or no support from private, non-governmental or governmental sources. Considering the evidence in this paper of economic hardship, this paper recommends artisanal fishers in Bangladesh should be provided with support to improve their health education, access to professional health facilities and financial services. This will contribute to improved food security and sustainable livelihoods that can better withstand local and/or global crises.",2021,"Mar Policy","131","","104647",34511705,"10.1016/j.marpol.2021.104647","Asia"
"21","Impacts of COVID-19 induced food insecurity among informal migrants: Insight from Dhaka, Bangladesh","Sohel, M. S.; Hossain, B.; Sarker, M. N. I.; Horaira, G. A.; Sifullah, M. K.; Rahman, M. A.","Food insecurity is one of the rising problems in Bangladesh, and it is severely prevalent among informal migrant workers. In this case, the COVID-19 pandemic has multiplied the food insecurity of informal migrant workers. This study explores and synthesizes the COVID-19 induced food insecurity impact among informal migrants and recommends policy actions to tackle the COVID-19 led food crisis in Bangladesh. A qualitative research approach, including in-depth interviews, four FGDs, and participant observation, has been applied to data collection from different parts of Dhaka city. A thematic approach to interpretive phenomenological analysis is followed in this study. The results show that COVID-19 induced lockdown significantly affects informal migrants' household food security. Most participants report severe complications due to food insecurity like consuming less food, price hiking, no fish or meat, potato, and vegetable. Food insecurity leads to migrant's chronic food shortage, starvation, malnutrition of mother and children, and unhealthy food. As a result, the way of life of informal migrants has been directed to more fragility and vulnerability during the pandemic; even they are not affordable to maintain a minimal level of family affairs and necessity. The findings of this study would be essential guidelines for the governmental and non-governmental organizations and development practitioners to address the food insecurity situations.",2021,"J Public Aff","","","e2770",34899062,"10.1002/pa.2770","Asia"
"22","COVID-19 impacts on aquatic food value chains in Bangladesh","Mamun, Abdullah-Al; Shieh, Jacqueline; Belton, Ben","",2020,"","","","",NA,"","Asia"
"23","The impact of the COVID-19 pandemic on fish consumption and household food security in Dhaka city, Bangladesh","Mandal, S. C.; Boidya, P.; Haque, M. I. M.; Hossain, A.; Shams, Z.; Mamun, A. A.","The effects of COVID-19 are continuing to increase around the world as the pandemic claims thousands of lives. Bangladesh is no exception and has been greatly affected by SARS-CoV-2. Apart from the number of people who are or have been directly getting infected with this disease, millions of people are directly or indirectly facing many challenges to their livelihoods and the security of their food and nutritional supply, along with other societal issues created by the pandemic. In this study, a hybrid approach of online and telephone questionnaire surveys was used to investigate the food security of Dhaka city's inhabitants at household level. Approximately 80% of the respondents reported reduced income, and a quarter of respondents lost their jobs between March and June 2020. The frequency of fish consumption, an essential component of Bangladeshi diets, significantly reduced during the pandemic. This was especially apparent in affluent segments of the community. Out of the respondents, 75% reported an increase in the price of fish in Dhaka city. A range of coping strategies were observed: including decreasing the frequency of grocery shopping, shifting to online shopping, reducing consumption of high price commodities, reducing junk food consumption, cleaning fish and meat with hot water and vinegar, and increasing the consumption of protein and vitamin C rich food items. Prior to COVID-19, 80% of the households surveyed bought fish from wet markets. This number dropped to 45% during the pandemic. Many households substituted fish and meat with poultry, eggs and dried fish. About half of the households stockpiled rice, lentils and potatoes during the peak of the pandemic. However, if the pandemic lasts for a prolonged period, those living on low incomes in urban areas will experience some level of food insecurity from a reduced income or loss of work. Because of this, a large-scale sustainability policy should be undertaken to secure the food and nutritional security of low-income and middle-class household. © 2021",2021,"Global Food Security","29","","",NA,"10.1016/j.gfs.2021.100526","Asia"
"24","Impact of novel coronavirus pandemic on aquaculture and fisheries in developing countries and sustainable recovery plans: Case of Bangladesh","Islam, M. M.; Khan, M. I.; Barman, A.","Like most sectors, the aquaculture and fisheries sector especially in developing countries like Bangladesh is believed to have been severely affected by this unique coronavirus (COVID-19) pandemic. To overcome the adverse impacts of COVID-19, the aquaculture and fisheries economy needs urgent recovery plans which this study focusses on using a mixed-method including online questionnaire surveys, face-to-face and telephonic interviews and focus group discussions during June – November 2020. This study reveals some positive impacts on ecosystem and fish stock (e.g., increase in fish stock) due to less disturbance of fishing activities, but that are not able to bring societal benefits as all the fisheries sub-sectors are affected differently by the pandemic. There are disrupted transportation systems and increased transportation costs (around 20 – 60% higher than normal), more input and maintenance costs and less demand for/and decreased market price of fish. There are also shortages of labourers and reduced patrolling to implement fishery regulations. Cancellation of orders by foreign buyers has seriously affected the shrimp and crab sub-sectors. The fisheries-dependent people's capital assets and activities have been mostly negatively affected resulting in a worsened livelihood. This study has suggested a set of immediate and long-term changes to policy and action plans to recover this sector and sub-sectors from the pandemic considering economic, social and environmental sustainability. The findings of this study may have important implications not only for Bangladesh but also for other fisheries dependent developing countries with similar impacts by the virus like in South Asia. © 2021 Elsevier Ltd",2021,"Marine Policy","131","","",NA,"10.1016/j.marpol.2021.104611","Asia"
"25","Multilevel Resilience of Fishing Communities of Coastal Bangladesh Against Covid-19 Pandemic and 65-Day Fishing Ban","Sultana, R.; Irfanullah, H. M.; Selim, S. A.; Raihan, S. T.; Bhowmik, J.; Ahmed, S. G.","The unusual situation that arose due to the COVID-19 pandemic and the 65-day fishing ban (national policy to boost depleted fish stocks) affected the lower-income fishing communities in coastal Bangladesh. Shocks and stresses were posed, and community people adopted strategies to adapt to the changes. In the process of adaptation, social-ecological systems resilience at different levels plays a crucial role. Though resilience is acknowledged as multilevel feature, studies on the interaction between the levels while understanding communities’ responses to shock and stress are limited. Thus, in this study, we explored the shocks and stresses the fishing community faced and their views on the resilience feature at different levels (i.e., individual, household, and community level) in coastal Bangladesh during the COVID-19 pandemic and 65-day fishing ban period. The study found that the most resilience promoting features (e.g., diversified livelihood, friendship, and network of supports) were adopted at the individual and household levels. However, positive and negative interactions were explored between resilience features at all levels. Low community-level resilience was not translated into a lack of household-level resilience, and strong individual-level resilience did not mean high household-level resilience. It was noted that the increased resilience of a particular individual or household could negatively affect community resilience. Resilience features showed inconsistent interactions within or among the three levels’ resilience features. The study also revealed that multilevel resilience features stressed the importance of combining persistence (i.e., keeping fishing as the main livelihood) and adaptation process (e.g., livelihood diversification). The study showcases the importance of considering multilevel resilience that offers insight into crucial resilience factors which would not be evident if only one level were studied. The overall finding of this study will contribute to framing governance strategies to ensure sustainable coastal management even in the time of any abrupt or expected changes, such as the COVID-19 pandemic and the fishing ban policy. © Copyright © 2021 Sultana, Irfanullah, Selim, Raihan, Bhowmik and Ahmed.",2021,"Frontiers in Marine Science","8","","",NA,"10.3389/fmars.2021.721838","Asia"
"26","Livelihood status of coastal shrimp farmers in Bangladesh: Comparison before and during COVID-19","Rahman, M. S.; Majumder, M. K.; Sujan, M. H. K.; Manjira, S.","The impacts of COVID-19 are jeopardizing the lives of coastal shrimp producers in Bangladesh. This study compares shrimp farmers’ livelihood status before and during the COVID-19 pandemic by employing the Sustainable Livelihoods Framework (SLF) developed by the Department for International Development (DFID). A total of 250 shrimp farmers were surveyed to achieve the objectives. Findings indicated that COVID-19 had a detrimental effect on the livelihood status of shrimp farmers. The total livelihood diversification score was higher (0.53) before COVID-19 than during COVID-19 (0.43). During COVID-19, the cost of shrimp production increased considerably compared to before COVID-19, reducing profitability. Ensuring adequate capital supply, access to health facilities, and appropriate coverage of social safety-net programs might help mitigate the negative effects on livelihood status. © 2021 The Authors",2021,"Aquaculture Reports","21","","",NA,"10.1016/j.aqrep.2021.100895","Asia"
"27","Determinants of household food security and dietary diversity during the COVID-19 pandemic in Bangladesh","Kundu, S.; Banna, M. H. A.; Sayeed, A.; Sultana, M. S.; Brazendale, K.; Harris, J.; Mandal, M.; Jahan, I.; Abid, M. T.; Khan, M. S. I.","OBJECTIVES: The study aimed to determine the associated factors of household food security (HFS) and household dietary diversity (HDD) during the COVID-19 pandemic in Bangladesh. DESIGN: Both online survey and face-to-face interviews were employed in this cross-sectional study. The Household Food Security Scale and Household Dietary Diversity Score were used to access HFS and HDD, respectively. The HDD scores were derived from a 24-h recall of food intake from 12 groups. SETTING: Bangladesh. PARTICIPANTS: A total sample of 1876 households were recruited. RESULTS: The overall mean scores of HFS and HDD were 31·86 (sd 2·52) and 6·22 (sd 5·49), respectively. Being a rural resident, having no formal education, occupation of household head other than government job and low monthly income were potential determinants of lower HFS and HDD. Approximately 45 % and 61 % of Bangladeshi households did not get the same quantity and same type of food, respectively, as they got before the pandemic. Over 10 % of respondents reported that they lost their job or had to close their businesses, and income reduction was reported by over 70 % of household income earners during the COVID-19 pandemic, which in turn was negatively associated with HFS and HDD. CONCLUSION: Household socio-economic variables and COVID-19 effects on occupation and income are potential predictors of lower HFS and HDD scores. HFS and HDD deserve more attention during this pandemic particularly with reference to low-earning households and the households whose earning persons' occupation has been negatively impacted during the COVID-19 pandemic.",2021,"Public Health Nutr","24","5","1079-1087",33317657,"10.1017/s1368980020005042","Asia"
"28","Livelihood challenges and healthcare-seeking behavior of fishermen amidst the COVID-19 pandemic in the Sundarbans mangrove forest of Bangladesh","Hossain, M. T.; Lima, T. R.; Ela, M. Z.; Khan, L.; Ahmed, F.; Shovo, T. E.; Al Masud, A.; Rahman, K. S.; Jahan, N.; Rahman, S. M.; Islam, M. N.","The outbreak of coronavirus disease (COVID-19) has posed significant challenges to human wellbeing and survival, particularly among groups of people such as the Sundarbans mangrove forest resource-dependent communities (SMFRDCs), and especially the fishermen in these communities, in developing countries like Bangladesh. It is therefore essential to explore the livelihood conditions, health status and care-seeking behavior of the fishermen in these communities during the ongoing pandemic. This study was carried out by applying mixed methods, including interviews and focus group discussion (FGD), in the three sub-districts of Khulna, Satkhira, and Bagerhat, which are in the southwestern region adjacent to the Sundarbans mangrove forest (SMF) of Bangladesh. Quantitative data were collected from 76 fishermen through telephone interviews, while 24 fishermen participated in three distinct focus group discussions. The findings suggest that the fishermen have experienced a reduction of income, as they have been barred from entering the SMF during the pandemic, which has gradually affected their number of trips to and stays at the forest as well as their catch of fisheries resources. The decline in demand in both regional and international markets has left the fishermen with only a handful of alternative ways to adjust to these unprecedented circumstances, such as borrowing money, selling household assets, and in some extreme cases marrying off young children to reduce the financial burden, as many are now jobless. Their financial hardship during the pandemic has affected their households' capacity to afford basic household necessities, including food, fuel, education, and health expenses. Subsequently, when these fishermen suffer ailments such as fever, cough, headache, and cold - the general symptoms of COVID-19 - they cannot seek medical assistance from trained doctors. Their financial constraints have compelled them to rely on indigenous knowledge, in particular village quack doctors, or in some cases to seek help from local pharmacies for modern medicine. Thus, the government should provide financial support and strengthen the local market value chain so that disadvantaged fishermen in SMFRDCs can adopt alternative livelihood opportunities. Furthermore, longitudinal research on the impacts of COVID-19 on livelihood, local adaptation strategies, health status, and care-seeking behavior is also strongly recommended.",2022,"Aquaculture","546","","737348",34493879,"10.1016/j.aquaculture.2021.737348","Asia"
